Date,Maker,Model,Quantity
1812-04-01,Remington,model_1,38
1812-04-02,Remington,model_1,16
1812-04-03,Remington,model_1,25
1812-04-04,Remington,model_1,7
1812-04-05,Remington,model_1,10
1812-04-06,Remington,model_1,4
1812-04-07,Remington,model_1,14
1812-04-08,Remington,model_1,43
1812-04-09,Remington,model_1,66
1812-04-10,Remington,model_1,57
1812-04-11,Remington,model_1,69
1812-04-12,Remington,model_1,84
1812-04-13,Remington,model_1,82
1812-04-14,Remington,model_1,97
1812-04-15,Remington,model_1,99
1812-04-16,Remington,model_1,78
1812-04-17,Remington,model_1,80
1812-04-18,Remington,model_1,78
1812-04-19,Remington,model_1,70
1812-04-20,Remington,model_1,64
1812-04-21,Remington,model_1,71
1812-04-22,Remington,model_1,84
1812-04-23,Remington,model_1,73
1812-04-24,Remington,model_1,78
1812-04-25,Remington,model_1,77
1812-04-26,Remington,model_1,80
1812-04-27,Remington,model_1,97
1812-04-28,Remington,model_1,86
1812-04-29,Remington,model_1,73
1812-04-30,Remington,model_1,99
1812-05-01,Remington,model_1,109
1812-05-02,Remington,model_1,105
1812-05-03,Remington,model_1,100
1812-05-04,Remington,model_1,95
1812-05-05,Remington,model_1,69
1812-05-06,Remington,model_1,71
1812-05-07,Remington,model_1,101
1812-05-08,Remington,model_1,106
1812-05-09,Remington,model_1,132
1812-05-10,Remington,model_1,119
1812-05-11,Remington,model_1,127
1812-05-12,Remington,model_1,122
1812-05-13,Remington,model_1,104
1812-05-14,Remington,model_1,93
1812-05-15,Remington,model_1,92
1812-05-16,Remington,model_1,103
1812-05-17,Remington,model_1,104
1812-05-18,Remington,model_1,104
1812-05-19,Remington,model_1,100
1812-05-20,Remington,model_1,84
1812-05-21,Remington,model_1,106
1812-05-22,Remington,model_1,118
1812-05-23,Remington,model_1,123
1812-05-24,Remington,model_1,117
1812-05-25,Remington,model_1,119
1812-05-26,Remington,model_1,120
1812-05-27,Remington,model_1,126
1812-05-28,Remington,model_1,127
1812-05-29,Remington,model_1,137
1812-05-30,Remington,model_1,104
1812-05-31,Remington,model_1,114
1812-06-01,Remington,model_1,141
1812-06-02,Remington,model_1,119
1812-06-03,Remington,model_1,130
1812-06-04,Remington,model_1,121
1812-06-05,Remington,model_1,131
1812-06-06,Remington,model_1,125
1812-06-07,Remington,model_1,115
1812-06-08,Remington,model_1,121
1812-06-09,Remington,model_1,128
1812-06-10,Remington,model_1,142
1812-06-11,Remington,model_1,107
1812-06-12,Remington,model_1,111
1812-06-13,Remington,model_1,105
1812-06-14,Remington,model_1,106
1812-06-15,Remington,model_1,107
1812-06-16,Remington,model_1,102
1812-06-17,Remington,model_1,98
1812-06-18,Remington,model_1,81
1812-06-19,Remington,model_1,102
1812-06-20,Remington,model_1,109
1812-06-21,Remington,model_1,145
1812-06-22,Remington,model_1,141
1812-06-23,Remington,model_1,137
1812-06-24,Remington,model_1,136
1812-06-25,Remington,model_1,115
1812-06-26,Remington,model_1,89
1812-06-27,Remington,model_1,79
1812-06-28,Remington,model_1,71
1812-06-29,Remington,model_1,82
1812-06-30,Remington,model_1,69
1812-07-01,Remington,model_1,89
1812-07-02,Remington,model_1,66
1812-07-03,Remington,model_1,69
1812-07-04,Remington,model_1,73
1812-07-05,Remington,model_1,120
1812-07-06,Remington,model_1,126
1812-07-07,Remington,model_1,140
1812-07-08,Remington,model_1,121
1812-07-09,Remington,model_1,115
1812-07-10,Remington,model_1,90
1812-07-11,Remington,model_1,69
1812-07-12,Remington,model_1,60
1812-07-13,Remington,model_1,38
1812-07-14,Remington,model_1,20
1812-07-15,Remington,model_1,41
1812-07-16,Remington,model_1,45
1812-07-17,Remington,model_1,21
1812-07-18,Remington,model_1,19
1812-07-19,Remington,model_1,38
1812-07-20,Remington,model_1,46
1812-07-21,Remington,model_1,64
1812-07-22,Remington,model_1,85
1812-07-23,Remington,model_1,71
1812-07-24,Remington,model_1,54
1812-07-25,Remington,model_1,38
1812-07-26,Remington,model_1,67
1812-07-27,Remington,model_1,71
1812-07-28,Remington,model_1,104
1812-07-29,Remington,model_1,98
1812-07-30,Remington,model_1,103
1812-07-31,Remington,model_1,120
1812-08-01,Remington,model_1,123
1812-08-02,Remington,model_1,135
1812-08-03,Remington,model_1,138
1812-08-04,Remington,model_1,164
1812-08-05,Remington,model_1,160
1812-08-06,Remington,model_1,161
1812-08-07,Remington,model_1,166
1812-08-08,Remington,model_1,177
1812-08-09,Remington,model_1,146
1812-08-10,Remington,model_1,173
1812-08-11,Remington,model_1,189
1812-08-12,Remington,model_1,168
1812-08-13,Remington,model_1,151
1812-08-14,Remington,model_1,147
1812-08-15,Remington,model_1,155
1812-08-16,Remington,model_1,159
1812-08-17,Remington,model_1,166
1812-08-18,Remington,model_1,178
1812-08-19,Remington,model_1,183
1812-08-20,Remington,model_1,172
1812-08-21,Remington,model_1,154
1812-08-22,Remington,model_1,153
1812-08-23,Remington,model_1,160
1812-08-24,Remington,model_1,161
1812-08-25,Remington,model_1,149
1812-08-26,Remington,model_1,156
1812-08-27,Remington,model_1,140
1812-08-28,Remington,model_1,140
1812-08-29,Remington,model_1,115
1812-08-30,Remington,model_1,105
1812-08-31,Remington,model_1,112
1812-09-01,Remington,model_1,128
1812-09-02,Remington,model_1,135
1812-09-03,Remington,model_1,123
1812-09-04,Remington,model_1,145
1812-09-05,Remington,model_1,134
1812-09-06,Remington,model_1,121
1812-09-07,Remington,model_1,133
1812-09-08,Remington,model_1,106
1812-09-09,Remington,model_1,117
1812-09-10,Remington,model_1,85
1812-09-11,Remington,model_1,87
1812-09-12,Remington,model_1,84
1812-09-13,Remington,model_1,84
1812-09-14,Remington,model_1,77
1812-09-15,Remington,model_1,74
1812-09-16,Remington,model_1,73
1812-09-17,Remington,model_1,73
1812-09-18,Remington,model_1,55
1812-09-19,Remington,model_1,70
1812-09-20,Remington,model_1,79
1812-09-21,Remington,model_1,81
1812-09-22,Remington,model_1,92
1812-09-23,Remington,model_1,74
1812-09-24,Remington,model_1,87
1812-09-25,Remington,model_1,100
1812-09-26,Remington,model_1,133
1812-09-27,Remington,model_1,120
1812-09-28,Remington,model_1,85
1812-09-29,Remington,model_1,86
1812-09-30,Remington,model_1,79
1812-10-01,Remington,model_1,59
1812-10-02,Remington,model_1,34
1812-10-03,Remington,model_1,67
1812-10-04,Remington,model_1,70
1812-10-05,Remington,model_1,55
1812-10-06,Remington,model_1,61
1812-10-07,Remington,model_1,43
1812-10-08,Remington,model_1,60
1812-10-09,Remington,model_1,94
1812-10-10,Remington,model_1,71
1812-10-11,Remington,model_1,61
1812-10-12,Remington,model_1,65
1812-10-13,Remington,model_1,66
1812-10-14,Remington,model_1,85
1812-10-15,Remington,model_1,116
1812-10-16,Remington,model_1,115
1812-10-17,Remington,model_1,81
1812-10-18,Remington,model_1,59
1812-10-19,Remington,model_1,64
1812-10-20,Remington,model_1,34
1812-10-21,Remington,model_1,49
1812-10-22,Remington,model_1,67
1812-10-23,Remington,model_1,83
1812-10-24,Remington,model_1,55
1812-10-25,Remington,model_1,82
1812-10-26,Remington,model_1,73
1812-10-27,Remington,model_1,97
1812-10-28,Remington,model_1,95
1812-10-29,Remington,model_1,105
1812-10-30,Remington,model_1,100
1812-10-31,Remington,model_1,122
1812-11-01,Remington,model_1,124
1812-11-02,Remington,model_1,117
1812-11-03,Remington,model_1,109
1812-11-04,Remington,model_1,128
1812-11-05,Remington,model_1,140
1812-11-06,Remington,model_1,153
1812-11-07,Remington,model_1,155
1812-11-08,Remington,model_1,136
1812-11-09,Remington,model_1,133
1812-11-10,Remington,model_1,123
1812-11-11,Remington,model_1,116
1812-11-12,Remington,model_1,105
1812-11-13,Remington,model_1,86
1812-11-14,Remington,model_1,70
1812-11-15,Remington,model_1,63
1812-11-16,Remington,model_1,80
1812-11-17,Remington,model_1,104
1812-11-18,Remington,model_1,115
1812-11-19,Remington,model_1,124
1812-11-20,Remington,model_1,133
1812-11-21,Remington,model_1,135
1812-11-22,Remington,model_1,116
1812-11-23,Remington,model_1,127
1812-11-24,Remington,model_1,128
1812-11-25,Remington,model_1,139
1812-11-26,Remington,model_1,116
1812-11-27,Remington,model_1,85
1812-11-28,Remington,model_1,86
1812-11-29,Remington,model_1,84
1812-11-30,Remington,model_1,76
1812-12-01,Remington,model_1,102
1812-12-02,Remington,model_1,91
1812-12-03,Remington,model_1,96
1812-12-04,Remington,model_1,134
1812-12-05,Remington,model_1,124
1812-12-06,Remington,model_1,124
1812-12-07,Remington,model_1,127
1812-12-08,Remington,model_1,113
1812-12-09,Remington,model_1,113
1812-12-10,Remington,model_1,116
1812-12-11,Remington,model_1,120
1812-12-12,Remington,model_1,129
1812-12-13,Remington,model_1,124
1812-12-14,Remington,model_1,140
1812-12-15,Remington,model_1,130
1812-12-16,Remington,model_1,117
1812-12-17,Remington,model_1,111
1812-12-18,Remington,model_1,79
1812-12-19,Remington,model_1,88
1812-12-20,Remington,model_1,84
1812-12-21,Remington,model_1,86
1812-12-22,Remington,model_1,91
1812-12-23,Remington,model_1,94
1812-12-24,Remington,model_1,109
1812-12-25,Remington,model_1,154
1812-12-26,Remington,model_1,134
1812-12-27,Remington,model_1,159
1812-12-28,Remington,model_1,182
1812-12-29,Remington,model_1,169
1812-12-30,Remington,model_1,172
1812-12-31,Remington,model_1,158
1813-01-01,Remington,model_1,155
1813-01-02,Remington,model_1,140
1813-01-03,Remington,model_1,137
1813-01-04,Remington,model_1,150
1813-01-05,Remington,model_1,138
1813-01-06,Remington,model_1,136
1813-01-07,Remington,model_1,128
1813-01-08,Remington,model_1,129
1813-01-09,Remington,model_1,122
1813-01-10,Remington,model_1,143
1813-01-11,Remington,model_1,143
1813-01-12,Remington,model_1,130
1813-01-13,Remington,model_1,130
1813-01-14,Remington,model_1,143
1813-01-15,Remington,model_1,131
1813-01-16,Remington,model_1,119
1813-01-17,Remington,model_1,78
1813-01-18,Remington,model_1,52
1813-01-19,Remington,model_1,78
1813-01-20,Remington,model_1,84
1813-01-21,Remington,model_1,72
1813-01-22,Remington,model_1,78
1813-01-23,Remington,model_1,66
1813-01-24,Remington,model_1,80
1813-01-25,Remington,model_1,61
1813-01-26,Remington,model_1,58
1813-01-27,Remington,model_1,61
1813-01-28,Remington,model_1,59
1813-01-29,Remington,model_1,57
1813-01-30,Remington,model_1,48
1813-01-31,Remington,model_1,49
1813-02-01,Remington,model_1,60
1813-02-02,Remington,model_1,57
1813-02-03,Remington,model_1,59
1813-02-04,Remington,model_1,81
1813-02-05,Remington,model_1,66
1813-02-06,Remington,model_1,83
1813-02-07,Remington,model_1,114
1813-02-08,Remington,model_1,122
1813-02-09,Remington,model_1,91
1813-02-10,Remington,model_1,66
1813-02-11,Remington,model_1,95
1813-02-12,Remington,model_1,83
1813-02-13,Remington,model_1,73
1813-02-14,Remington,model_1,76
1813-02-15,Remington,model_1,83
1813-02-16,Remington,model_1,78
1813-02-17,Remington,model_1,85
1813-02-18,Remington,model_1,100
1813-02-19,Remington,model_1,94
1813-02-20,Remington,model_1,114
1813-02-21,Remington,model_1,102
1813-02-22,Remington,model_1,117
1813-02-23,Remington,model_1,91
1813-02-24,Remington,model_1,89
1813-02-25,Remington,model_1,81
1813-02-26,Remington,model_1,75
1813-02-27,Remington,model_1,80
1813-02-28,Remington,model_1,85
1813-03-01,Remington,model_1,89
1813-03-02,Remington,model_1,83
1813-03-03,Remington,model_1,57
1813-03-04,Remington,model_1,53
1813-03-05,Remington,model_1,62
1813-03-06,Remington,model_1,79
1813-03-07,Remington,model_1,58
1813-03-08,Remington,model_1,55
1813-03-09,Remington,model_1,60
1813-03-10,Remington,model_1,52
1813-03-11,Remington,model_1,47
1813-03-12,Remington,model_1,50
1813-03-13,Remington,model_1,79
1813-03-14,Remington,model_1,69
1813-03-15,Remington,model_1,37
1813-03-16,Remington,model_1,32
1813-03-17,Remington,model_1,2
1813-03-18,Remington,model_1,18
1813-03-19,Remington,model_1,44
1813-03-20,Remington,model_1,41
1813-03-21,Remington,model_1,49
1813-03-22,Remington,model_1,47
1813-03-23,Remington,model_1,61
1813-03-24,Remington,model_1,48
1813-03-25,Remington,model_1,49
1813-03-26,Remington,model_1,52
1813-03-27,Remington,model_1,43
1813-03-28,Remington,model_1,41
1813-03-29,Remington,model_1,69
1813-03-30,Remington,model_1,72
1813-03-31,Remington,model_1,65
1813-04-01,Remington,model_1,49
1813-04-02,Remington,model_1,51
1813-04-03,Remington,model_1,58
1813-04-04,Remington,model_1,53
1813-04-05,Remington,model_1,40
1813-04-06,Remington,model_1,29
1813-04-07,Remington,model_1,32
1813-04-08,Remington,model_1,45
1813-04-09,Remington,model_1,37
1813-04-10,Remington,model_1,63
1813-04-11,Remington,model_1,86
1813-04-12,Remington,model_1,96
1813-04-13,Remington,model_1,95
1813-04-14,Remington,model_1,67
1813-04-15,Remington,model_1,60
1813-04-16,Remington,model_1,71
1813-04-17,Remington,model_1,63
1813-04-18,Remington,model_1,47
1813-04-19,Remington,model_1,60
1813-04-20,Remington,model_1,83
1813-04-21,Remington,model_1,82
1813-04-22,Remington,model_1,67
1813-04-23,Remington,model_1,72
1813-04-24,Remington,model_1,63
1813-04-25,Remington,model_1,92
1813-04-26,Remington,model_1,45
1813-04-27,Remington,model_1,50
1813-04-28,Remington,model_1,59
1813-04-29,Remington,model_1,63
1813-04-30,Remington,model_1,82
1813-05-01,Remington,model_1,71
1813-05-02,Remington,model_1,59
1813-05-03,Remington,model_1,41
1813-05-04,Remington,model_1,26
1813-05-05,Remington,model_1,0
1813-05-06,Remington,model_1,12
1813-05-07,Remington,model_1,10
1813-05-08,Remington,model_1,41
1813-05-09,Remington,model_1,51
1813-05-10,Remington,model_1,51
1813-05-11,Remington,model_1,61
1813-05-12,Remington,model_1,76
1813-05-13,Remington,model_1,81
1813-05-14,Remington,model_1,81
1813-05-15,Remington,model_1,88
1813-05-16,Remington,model_1,66
1813-05-17,Remington,model_1,88
1813-05-18,Remington,model_1,105
1813-05-19,Remington,model_1,107
1813-05-20,Remington,model_1,105
1813-05-21,Remington,model_1,109
1813-05-22,Remington,model_1,119
1813-05-23,Remington,model_1,111
1813-05-24,Remington,model_1,101
1813-05-25,Remington,model_1,116
1813-05-26,Remington,model_1,101
1813-05-27,Remington,model_1,121
1813-05-28,Remington,model_1,128
1813-05-29,Remington,model_1,133
1813-05-30,Remington,model_1,139
1813-05-31,Remington,model_1,138
1813-06-01,Remington,model_1,141
1813-06-02,Remington,model_1,127
1813-06-03,Remington,model_1,128
1813-06-04,Remington,model_1,127
1813-06-05,Remington,model_1,148
1813-06-06,Remington,model_1,163
1813-06-07,Remington,model_1,153
1813-06-08,Remington,model_1,161
1813-06-09,Remington,model_1,161
1813-06-10,Remington,model_1,152
1813-06-11,Remington,model_1,148
1813-06-12,Remington,model_1,156
1813-06-13,Remington,model_1,166
1813-06-14,Remington,model_1,166
1813-06-15,Remington,model_1,163
1813-06-16,Remington,model_1,176
1813-06-17,Remington,model_1,161
1813-06-18,Remington,model_1,158
1813-06-19,Remington,model_1,144
1813-06-20,Remington,model_1,139
1813-06-21,Remington,model_1,149
1813-06-22,Remington,model_1,115
1813-06-23,Remington,model_1,114
1813-06-24,Remington,model_1,153
1813-06-25,Remington,model_1,144
1813-06-26,Remington,model_1,105
1813-06-27,Remington,model_1,94
1813-06-28,Remington,model_1,101
1813-06-29,Remington,model_1,106
1813-06-30,Remington,model_1,106
1813-07-01,Remington,model_1,128
1813-07-02,Remington,model_1,144
1813-07-03,Remington,model_1,143
1813-07-04,Remington,model_1,141
1813-07-05,Remington,model_1,121
1813-07-06,Remington,model_1,165
1813-07-07,Remington,model_1,159
1813-07-08,Remington,model_1,163
1813-07-09,Remington,model_1,166
1813-07-10,Remington,model_1,148
1813-07-11,Remington,model_1,143
1813-07-12,Remington,model_1,134
1813-07-13,Remington,model_1,136
1813-07-14,Remington,model_1,142
1813-07-15,Remington,model_1,130
1813-07-16,Remington,model_1,105
1813-07-17,Remington,model_1,110
1813-07-18,Remington,model_1,107
1813-07-19,Remington,model_1,99
1813-07-20,Remington,model_1,97
1813-07-21,Remington,model_1,96
1813-07-22,Remington,model_1,121
1813-07-23,Remington,model_1,122
1813-07-24,Remington,model_1,111
1813-07-25,Remington,model_1,94
1813-07-26,Remington,model_1,64
1813-07-27,Remington,model_1,70
1813-07-28,Remington,model_1,82
1813-07-29,Remington,model_1,76
1813-07-30,Remington,model_1,35
1813-07-31,Remington,model_1,20
1813-08-01,Remington,model_1,45
1813-08-02,Remington,model_1,50
1813-08-03,Remington,model_1,45
1813-08-04,Remington,model_1,37
1813-08-05,Remington,model_1,27
1813-08-06,Remington,model_1,36
1813-08-07,Remington,model_1,39
1813-08-08,Remington,model_1,38
1813-08-09,Remington,model_1,27
1813-08-10,Remington,model_1,17
1813-08-11,Remington,model_1,45
1813-08-12,Remington,model_1,51
1813-08-13,Remington,model_1,45
1813-08-14,Remington,model_1,78
1813-08-15,Remington,model_1,65
1813-08-16,Remington,model_1,44
1813-08-17,Remington,model_1,59
1813-08-18,Remington,model_1,58
1813-08-19,Remington,model_1,62
1813-08-20,Remington,model_1,52
1813-08-21,Remington,model_1,41
1813-08-22,Remington,model_1,52
1813-08-23,Remington,model_1,48
1813-08-24,Remington,model_1,56
1813-08-25,Remington,model_1,49
1813-08-26,Remington,model_1,58
1813-08-27,Remington,model_1,54
1813-08-28,Remington,model_1,20
1813-08-29,Remington,model_1,34
1813-08-30,Remington,model_1,46
1813-08-31,Remington,model_1,57
1813-09-01,Remington,model_1,54
1813-09-02,Remington,model_1,65
1813-09-03,Remington,model_1,74
1813-09-04,Remington,model_1,84
1813-09-05,Remington,model_1,91
1813-09-06,Remington,model_1,107
1813-09-07,Remington,model_1,91
1813-09-08,Remington,model_1,88
1813-09-09,Remington,model_1,73
1813-09-10,Remington,model_1,77
1813-09-11,Remington,model_1,72
1813-09-12,Remington,model_1,62
1813-09-13,Remington,model_1,57
1813-09-14,Remington,model_1,53
1813-09-15,Remington,model_1,49
1813-09-16,Remington,model_1,41
1813-09-17,Remington,model_1,71
1813-09-18,Remington,model_1,65
1813-09-19,Remington,model_1,65
1813-09-20,Remington,model_1,63
1813-09-21,Remington,model_1,54
1813-09-22,Remington,model_1,59
1813-09-23,Remington,model_1,42
1813-09-24,Remington,model_1,36
1813-09-25,Remington,model_1,31
1813-09-26,Remington,model_1,1
1813-09-27,Remington,model_1,8
1813-09-28,Remington,model_1,3
1813-09-29,Remington,model_1,24
1813-09-30,Remington,model_1,4
1813-10-01,Remington,model_1,14
1813-10-02,Remington,model_1,13
1813-10-03,Remington,model_1,21
1813-10-04,Remington,model_1,42
1813-10-05,Remington,model_1,57
1813-10-06,Remington,model_1,82
1813-10-07,Remington,model_1,78
1813-10-08,Remington,model_1,83
1813-10-09,Remington,model_1,102
1813-10-10,Remington,model_1,112
1813-10-11,Remington,model_1,105
1813-10-12,Remington,model_1,108
